"segment", "metadata size", segment_size
tpch_lineitem_1g_sort_idx_OFFLINE_436/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_437/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_438/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_439/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_43/v3/metadata.properties,10076,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_440/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_441/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_442/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_443/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_444/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_445/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_446/v3/metadata.properties,10097,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_447/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_448/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_449/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_44/v3/metadata.properties,10097,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_450/v3/metadata.properties,10098,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_451/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_452/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_453/v3/metadata.properties,10150,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_454/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_455/v3/metadata.properties,10131,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_456/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_457/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_458/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_459/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_45/v3/metadata.properties,10083,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_460/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_461/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_462/v3/metadata.properties,10143,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_463/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_464/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_465/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_466/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_467/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_468/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_469/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_46/v3/metadata.properties,10105,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_470/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_471/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_472/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_473/v3/metadata.properties,10137,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_474/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_475/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_476/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_477/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_478/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_479/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_47/v3/metadata.properties,10083,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_480/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_481/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_482/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_483/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_484/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_485/v3/metadata.properties,10143,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_486/v3/metadata.properties,10105,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_487/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_488/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_489/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_48/v3/metadata.properties,10120,40K	
tpch_lineitem_1g_sort_idx_OFFLINE_490/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_491/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_492/v3/metadata.properties,10151,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_493/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_494/v3/metadata.properties,10097,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_495/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_496/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_497/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_498/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_499/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_49/v3/metadata.properties,10132,40K	
tpch_lineitem_1g_sort_idx_OFFLINE_4/v3/metadata.properties,10041,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_500/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_501/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_502/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_503/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_504/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_505/v3/metadata.properties,10090,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_506/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_507/v3/metadata.properties,10121,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_508/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_509/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_50/v3/metadata.properties,10111,40K	
tpch_lineitem_1g_sort_idx_OFFLINE_510/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_511/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_512/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_513/v3/metadata.properties,10106,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_514/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_515/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_516/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_517/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_518/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_519/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_51/v3/metadata.properties,10096,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_520/v3/metadata.properties,10102,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_521/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_522/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_523/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_524/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_525/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_526/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_527/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_528/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_529/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_52/v3/metadata.properties,10092,40K	
tpch_lineitem_1g_sort_idx_OFFLINE_530/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_531/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_532/v3/metadata.properties,10145,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_533/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_534/v3/metadata.properties,10133,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_535/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_536/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_537/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_538/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_539/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_53/v3/metadata.properties,10109,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_540/v3/metadata.properties,10101,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_541/v3/metadata.properties,10146,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_542/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_543/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_544/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_545/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_546/v3/metadata.properties,10104,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_547/v3/metadata.properties,10141,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_548/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_549/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_54/v3/metadata.properties,10135,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_550/v3/metadata.properties,10104,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_551/v3/metadata.properties,10102,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_552/v3/metadata.properties,10099,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_553/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_554/v3/metadata.properties,10098,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_555/v3/metadata.properties,10137,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_556/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_557/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_558/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_559/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_55/v3/metadata.properties,10118,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_560/v3/metadata.properties,10136,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_561/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_562/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_563/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_564/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_565/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_566/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_567/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_568/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_569/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_56/v3/metadata.properties,10109,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_570/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_571/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_572/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_573/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_574/v3/metadata.properties,10140,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_575/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_576/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_577/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_578/v3/metadata.properties,10092,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_579/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_57/v3/metadata.properties,10123,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_580/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_581/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_582/v3/metadata.properties,10142,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_583/v3/metadata.properties,10102,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_584/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_585/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_586/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_587/v3/metadata.properties,10095,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_588/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_589/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_58/v3/metadata.properties,10112,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_590/v3/metadata.properties,10150,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_591/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_592/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_593/v3/metadata.properties,10100,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_594/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_595/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_596/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_597/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_598/v3/metadata.properties,10102,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_599/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_59/v3/metadata.properties,10105,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_5/v3/metadata.properties,10088,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_600/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_601/v3/metadata.properties,10144,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_602/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_603/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_604/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_605/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_606/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_607/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_608/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_609/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_60/v3/metadata.properties,10117,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_610/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_611/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_612/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_613/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_614/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_615/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_616/v3/metadata.properties,10099,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_617/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_618/v3/metadata.properties,10144,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_619/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_61/v3/metadata.properties,10093,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_620/v3/metadata.properties,10135,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_621/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_622/v3/metadata.properties,10098,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_623/v3/metadata.properties,10111,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_624/v3/metadata.properties,10096,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_625/v3/metadata.properties,10104,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_626/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_627/v3/metadata.properties,10131,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_628/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_629/v3/metadata.properties,10136,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_62/v3/metadata.properties,10104,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_630/v3/metadata.properties,10140,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_631/v3/metadata.properties,10096,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_632/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_633/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_634/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_635/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_636/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_637/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_638/v3/metadata.properties,10105,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_639/v3/metadata.properties,10104,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_63/v3/metadata.properties,10115,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_640/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_641/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_642/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_643/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_644/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_645/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_646/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_647/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_648/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_649/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_64/v3/metadata.properties,10118,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_650/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_651/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_652/v3/metadata.properties,10144,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_653/v3/metadata.properties,10146,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_654/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_655/v3/metadata.properties,10133,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_656/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_657/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_658/v3/metadata.properties,10106,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_659/v3/metadata.properties,10131,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_65/v3/metadata.properties,10114,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_660/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_661/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_662/v3/metadata.properties,10102,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_663/v3/metadata.properties,10111,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_664/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_665/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_666/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_667/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_668/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_669/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_66/v3/metadata.properties,10140,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_670/v3/metadata.properties,10121,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_671/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_672/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_673/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_674/v3/metadata.properties,10098,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_675/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_676/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_677/v3/metadata.properties,10091,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_678/v3/metadata.properties,10140,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_679/v3/metadata.properties,10104,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_67/v3/metadata.properties,10109,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_680/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_681/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_682/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_683/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_684/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_685/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_686/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_687/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_688/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_689/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_68/v3/metadata.properties,10142,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_690/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_691/v3/metadata.properties,10094,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_692/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_693/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_694/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_695/v3/metadata.properties,10103,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_696/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_697/v3/metadata.properties,10131,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_698/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_699/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_69/v3/metadata.properties,10116,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_6/v3/metadata.properties,10079,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_700/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_701/v3/metadata.properties,10143,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_702/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_703/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_704/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_705/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_706/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_707/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_708/v3/metadata.properties,10149,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_709/v3/metadata.properties,10145,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_70/v3/metadata.properties,10106,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_710/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_711/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_712/v3/metadata.properties,10097,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_713/v3/metadata.properties,10121,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_714/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_715/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_716/v3/metadata.properties,10155,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_717/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_718/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_719/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_71/v3/metadata.properties,10136,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_720/v3/metadata.properties,10124,88K	
